ID,Date,Element,Data_Value
SZ000008440,2010-02-18,TMAX,113
SZ000008440,2009-07-04,TMAX,275
SZ000008440,2005-06-22,TMIN,179
SZ000008440,2005-06-22,TMAX,323
SZ000008440,2009-01-07,TMAX,-22
SZ000008440,2008-08-23,TMAX,199
SZ000008440,2013-11-22,TMAX,33
SZ000008440,2013-11-22,TMIN,3
SZ000008440,2008-05-13,TMAX,237
SZ000008440,2008-05-13,TMIN,93
SZ000008440,2014-01-22,TMAX,65
SZ000008440,2010-10-09,TMIN,123
SZ000008440,2005-11-29,TMAX,26
SZ000008440,2005-01-29,TMIN,-59
SZ000008440,2010-02-18,TMIN,23
SZ000008440,2005-01-29,TMAX,-27
SZ000008440,2008-08-23,TMIN,107
SZ000008440,2009-06-21,TMAX,195
SZ000008440,2013-06-16,TMIN,167
SZ000008440,2012-02-09,TMIN,-88
SZ000008440,2012-02-09,TMAX,-23
SZ000008440,2015-05-02,TMAX,204
SZ000008440,2005-06-03,TMAX,287
SZ000008440,2005-06-03,TMIN,117
SZ000008440,2006-07-30,TMAX,314
SZ000008440,2006-07-30,TMIN,161
SZ000008440,2012-04-03,TMAX,185
SZ000008440,2012-04-03,TMIN,116
SZ000008440,2005-05-26,TMIN,123
SZ000008440,2011-07-07,TMAX,265
SZ000008440,2011-07-07,TMIN,147
SZ000008440,2006-11-19,TMAX,105
SZ000008440,2005-05-26,TMAX,288
SZ000008440,2014-03-11,TMAX,137
SZ000008440,2007-02-19,TMIN,10
SZ000008440,2007-12-18,TMIN,-38
SZ000008440,2006-03-10,TMIN,18
SZ000008440,2007-02-19,TMAX,128
SZ000008440,2006-03-10,TMAX,70
SZ000008440,2012-11-15,TMIN,3
SZ000008440,2013-10-07,TMIN,133
SZ000008440,2013-10-07,TMAX,170
SZ000008440,2012-11-15,TMAX,58
SZ000008440,2011-11-19,TMIN,-21
SZ000008440,2009-06-21,TMIN,103
SZ000008440,2011-11-19,TMAX,83
SZ000008440,2014-03-11,TMIN,14
SZ000008440,2005-11-29,TMIN,1
SZ000008440,2009-04-26,TMIN,108
SZ000008440,2014-01-22,TMIN,3
SZ000008440,2008-10-18,TMAX,138
SZ000008440,2008-05-23,TMAX,232
SZ000008440,2008-05-23,TMIN,69
SZ000008440,2006-10-28,TMAX,210
SZ000008440,2006-12-02,TMIN,10
SZ000008440,2006-12-02,TMAX,69
SZ000008440,2008-01-20,TMAX,96
SZ000008440,2013-04-27,TMIN,32
SZ000008440,2008-01-20,TMIN,-18
SZ000008440,2006-10-28,TMIN,113
SZ000008440,2015-11-25,TMAX,48
SZ000008440,2015-11-25,TMIN,5
SZ000008440,2012-08-18,TMIN,143
SZ000008440,2008-10-18,TMIN,36
SZ000008440,2010-11-29,TMAX,39
SZ000008440,2006-03-29,TMAX,116
SZ000008440,2010-10-09,TMAX,166
SZ000008440,2012-08-18,TMAX,307
SZ000008440,2009-09-08,TMAX,239
SZ000008440,2006-03-29,TMIN,41
SZ000008440,2009-09-08,TMIN,98
SZ000008440,2005-07-17,TMAX,334
SZ000008440,2010-11-29,TMIN,-63
SZ000008440,2012-07-23,TMIN,142
SZ000008440,2012-07-23,TMAX,237
SZ000008440,2005-07-17,TMIN,171
SZ000008440,2005-05-27,TMAX,293
SZ000008440,2005-05-27,TMIN,147
SZ000008440,2013-04-27,TMAX,131
SZ000008440,2006-08-09,TMIN,139
SZ000008440,2009-09-24,TMIN,115
SZ000008440,2014-04-12,TMIN,71
SZ000008440,2008-04-05,TMAX,158
SZ000008440,2005-10-19,TMIN,95
SZ000008440,2005-10-19,TMAX,130
SZ000008440,2014-05-10,TMIN,84
SZ000008440,2008-04-05,TMIN,-5
SZ000008440,2009-04-26,TMAX,170
SZ000008440,2013-04-20,TMAX,85
SZ000008440,2013-04-20,TMIN,35
SZ000008440,2014-05-10,TMAX,215
SZ000008440,2015-09-13,TMAX,225
SZ000008440,2015-09-13,TMIN,155
SZ000008440,2015-06-02,TMAX,273
SZ000008440,2015-06-02,TMIN,152
SZ000008440,2012-03-31,TMIN,34
SZ000008440,2012-03-31,TMAX,193
SZ000008440,2007-05-19,TMAX,249
SZ000008440,2007-05-19,TMIN,84
SZ000008440,2011-03-07,TMIN,-11
SZ000008440,2011-03-07,TMAX,63
SZ000008440,2013-05-02,TMIN,98
SZ000008440,2013-05-02,TMAX,205
SZ000008440,2010-02-04,TMIN,-42
SZ000008440,2010-02-04,TMAX,76
SZ000008440,2011-07-20,TMIN,112
SZ000008440,2009-09-24,TMAX,234
SZ000008440,2011-07-20,TMAX,174
SZ000008440,2014-04-12,TMAX,209
SZ000008440,2011-05-20,TMIN,116
SZ000008440,2006-08-09,TMAX,244
SZ000008440,2010-03-12,TMAX,39
SZ000008440,2005-07-07,TMAX,178
SZ000008440,2010-03-12,TMIN,-40
SZ000008440,2013-06-16,TMAX,288
SZ000008440,2007-04-08,TMIN,74
SZ000008440,2009-11-05,TMIN,35
SZ000008440,2012-11-17,TMAX,62
SZ000008440,2012-11-17,TMIN,36
SZ000008440,2014-03-03,TMAX,77
SZ000008440,2014-02-09,TMAX,86
SZ000008440,2010-01-22,TMAX,33
SZ000008440,2010-01-22,TMIN,3
SZ000008440,2005-12-22,TMAX,1
SZ000008440,2014-02-09,TMIN,7
SZ000008440,2005-12-22,TMIN,-32
SZ000008440,2008-06-17,TMAX,195
SZ000008440,2008-06-17,TMIN,129
SZ000008440,2009-11-05,TMAX,99
SZ000008440,2011-01-08,TMAX,156
SZ000008440,2007-09-29,TMAX,178
SZ000008440,2013-01-09,TMIN,-12
SZ000008440,2014-03-03,TMIN,12
SZ000008440,2013-01-09,TMAX,11
SZ000008440,2015-05-05,TMIN,142
SZ000008440,2015-05-05,TMAX,198
SZ000008440,2007-09-29,TMIN,64
SZ000008440,2009-01-17,TMAX,24
SZ000008440,2007-02-26,TMAX,73
SZ000008440,2015-11-09,TMAX,200
SZ000008440,2011-09-19,TMAX,142
SZ000008440,2009-01-17,TMIN,-39
SZ000008440,2011-09-19,TMIN,90
SZ000008440,2011-01-08,TMIN,77
SZ000008440,2011-01-07,TMIN,49
SZ000008440,2007-04-08,TMAX,165
SZ000008440,2014-12-08,TMIN,23
SZ000008440,2009-08-07,TMIN,153
SZ000008440,2009-08-07,TMAX,298
SZ000008440,2006-09-18,TMIN,131
SZ000008440,2012-09-09,TMIN,145
SZ000008440,2008-08-24,TMIN,81
SZ000008440,2006-09-18,TMAX,206
SZ000008440,2013-01-29,TMAX,55
SZ000008440,2013-01-29,TMIN,-24
SZ000008440,2007-01-03,TMAX,72
SZ000008440,2007-01-03,TMIN,6
SZ000008440,2012-06-06,TMAX,208
SZ000008440,2012-06-06,TMIN,126
SZ000008440,2011-02-16,TMIN,26
SZ000008440,2014-12-08,TMAX,75
SZ000008440,2011-02-16,TMAX,54
SZ000008440,2009-10-28,TMAX,141
SZ000008440,2011-03-27,TMAX,149
SZ000008440,2011-06-17,TMIN,126
SZ000008440,2011-03-27,TMIN,39
SZ000008440,2011-06-17,TMAX,237
SZ000008440,2010-02-05,TMAX,33
SZ000008440,2015-06-14,TMAX,229
SZ000008440,2010-02-05,TMIN,-3
SZ000008440,2015-06-14,TMIN,162
SZ000008440,2008-07-16,TMAX,278
SZ000008440,2008-07-16,TMIN,119
SZ000008440,2008-03-27,TMAX,100
SZ000008440,2008-03-27,TMIN,12
SZ000008440,2009-10-28,TMIN,18
SZ000008440,2011-01-07,TMAX,129
SZ000008440,2007-02-26,TMIN,46
SZ000008440,2005-01-03,TMAX,68
SZ000008440,2012-07-27,TMIN,165
SZ000008440,2006-06-12,TMIN,118
SZ000008440,2013-11-21,TMIN,4
SZ000008440,2013-11-21,TMAX,35
SZ000008440,2010-06-01,TMIN,61
SZ000008440,2010-06-01,TMAX,183
SZ000008440,2008-04-28,TMIN,88
SZ000008440,2008-04-28,TMAX,155
SZ000008440,2014-03-25,TMAX,91
SZ000008440,2007-12-20,TMAX,-6
SZ000008440,2008-02-03,TMIN,-24
SZ000008440,2007-12-20,TMIN,-20
SZ000008440,2010-07-22,TMIN,165
SZ000008440,2012-07-27,TMAX,345
SZ000008440,2010-02-16,TMIN,-77
SZ000008440,2010-02-16,TMAX,14
SZ000008440,2014-03-25,TMIN,1
SZ000008440,2007-10-05,TMIN,139
SZ000008440,2007-12-29,TMAX,96
SZ000008440,2009-06-22,TMAX,188
SZ000008440,2009-06-22,TMIN,121
SZ000008440,2012-08-25,TMIN,169
SZ000008440,2010-05-03,TMAX,140
SZ000008440,2005-10-18,TMAX,117
SZ000008440,2005-10-18,TMIN,86
SZ000008440,2010-05-03,TMIN,69
SZ000008440,2010-07-22,TMAX,251
SZ000008440,2012-08-25,TMAX,277
SZ000008440,2007-10-05,TMAX,198
SZ000008440,2006-06-12,TMAX,290
SZ000008440,2011-11-21,TMIN,1
SZ000008440,2011-11-21,TMAX,90
SZ000008440,2007-12-29,TMIN,-65
SZ000008440,2009-04-27,TMAX,126
SZ000008440,2009-04-27,TMIN,92
SZ000008440,2006-04-06,TMIN,11
SZ000008440,2005-01-03,TMIN,-21
SZ000008440,2006-04-06,TMAX,89
SZ000008440,2013-01-26,TMAX,11
SZ000008440,2013-01-26,TMIN,-48
SZ000008440,2009-01-08,TMAX,-30
SZ000008440,2009-01-08,TMIN,-45
SZ000008440,2006-08-06,TMIN,113
SZ000008440,2005-08-18,TMIN,144
SZ000008440,2005-08-18,TMAX,236
SZ000008440,2014-08-24,TMIN,108
SZ000008440,2011-03-12,TMIN,13
SZ000008440,2011-03-12,TMAX,105
SZ000008440,2015-01-21,TMIN,12
SZ000008440,2014-08-24,TMAX,196
SZ000008440,2015-01-21,TMAX,33
SZ000008440,2006-08-06,TMAX,223
SZ000008440,2015-07-22,TMIN,192
SZ000008440,2015-07-22,TMAX,345
SZ000008440,2011-12-26,TMIN,-46
SZ000008440,2011-12-26,TMAX,49
SZ000008440,2015-11-09,TMIN,44
SZ000008440,2013-05-03,TMAX,132
SZ000008440,2008-12-11,TMAX,15
SZ000008440,2008-12-11,TMIN,-8
SZ000008440,2013-05-03,TMIN,96
SZ000008440,2015-05-02,TMIN,120
SZ000008440,2007-05-28,TMAX,118
SZ000008440,2013-05-24,TMAX,127
SZ000008440,2014-06-04,TMAX,169
SZ000008440,2007-04-07,TMIN,26
SZ000008440,2007-04-07,TMAX,196
SZ000008440,2009-03-24,TMIN,25
SZ000008440,2009-03-24,TMAX,105
SZ000008440,2006-05-22,TMIN,97
SZ000008440,2012-08-08,TMAX,257
SZ000008440,2013-03-18,TMAX,61
SZ000008440,2013-03-18,TMIN,2
SZ000008440,2006-09-15,TMAX,225
SZ000008440,2006-09-15,TMIN,130
SZ000008440,2011-07-16,TMIN,107
SZ000008440,2015-12-24,TMAX,130
SZ000008440,2015-12-24,TMIN,9
SZ000008440,2012-08-08,TMIN,114
SZ000008440,2011-07-16,TMAX,269
SZ000008440,2007-04-29,TMAX,243
SZ000008440,2015-12-06,TMAX,124
SZ000008440,2015-12-06,TMIN,3
SZ000008440,2015-09-17,TMAX,232
SZ000008440,2015-09-17,TMIN,110
SZ000008440,2008-09-21,TMIN,74
SZ000008440,2008-09-21,TMAX,125
SZ000008440,2012-06-05,TMAX,227
SZ000008440,2012-06-05,TMIN,122
SZ000008440,2013-06-05,TMIN,86
SZ000008440,2005-10-29,TMIN,68
SZ000008440,2005-10-29,TMAX,191
SZ000008440,2013-06-05,TMAX,236
SZ000008440,2007-04-29,TMIN,104
SZ000008440,2015-10-16,TMIN,35
SZ000008440,2014-06-25,TMIN,125
SZ000008440,2006-05-22,TMAX,233
SZ000008440,2013-02-09,TMIN,-44
SZ000008440,2012-02-11,TMIN,-85
SZ000008440,2006-02-24,TMIN,14
SZ000008440,2012-04-02,TMAX,207
SZ000008440,2012-04-02,TMIN,9
SZ000008440,2006-02-24,TMAX,42
SZ000008440,2006-05-31,TMIN,56
SZ000008440,2006-05-31,TMAX,135
SZ000008440,2009-05-25,TMIN,155
SZ000008440,2009-05-25,TMAX,322
SZ000008440,2008-07-02,TMIN,173
SZ000008440,2013-11-09,TMIN,71
SZ000008440,2013-11-09,TMAX,121
SZ000008440,2014-06-25,TMAX,251
SZ000008440,2008-07-02,TMAX,321
SZ000008440,2012-03-06,TMAX,86
SZ000008440,2012-03-06,TMIN,3
SZ000008440,2005-07-20,TMAX,268
SZ000008440,2006-11-22,TMIN,25
SZ000008440,2006-11-22,TMAX,88
SZ000008440,2014-01-23,TMAX,77
SZ000008440,2014-01-23,TMIN,13
SZ000008440,2013-04-19,TMIN,54
SZ000008440,2013-04-19,TMAX,118
SZ000008440,2005-06-12,TMAX,263
SZ000008440,2005-06-12,TMIN,141
SZ000008440,2014-12-25,TMIN,-3
SZ000008440,2014-12-25,TMAX,112
SZ000008440,2005-07-20,TMIN,129
SZ000008440,2015-10-16,TMAX,88
SZ000008440,2006-01-15,TMIN,-58
SZ000008440,2012-09-08,TMAX,246
SZ000008440,2014-08-17,TMIN,83
SZ000008440,2012-07-26,TMAX,320
SZ000008440,2012-07-26,TMIN,150
SZ000008440,2008-08-12,TMIN,137
SZ000008440,2008-09-25,TMAX,159
SZ000008440,2006-01-18,TMIN,4
SZ000008440,2006-01-18,TMAX,75
SZ000008440,2008-11-28,TMIN,-47
SZ000008440,2013-07-08,TMIN,155
SZ000008440,2008-08-12,TMAX,231
SZ000008440,2008-11-28,TMAX,22
SZ000008440,2013-07-08,TMAX,274
SZ000008440,2009-05-19,TMIN,88
SZ000008440,2014-08-17,TMAX,235
SZ000008440,2007-03-12,TMAX,137
SZ000008440,2007-03-12,TMIN,-12
SZ000008440,2007-06-20,TMIN,183
SZ000008440,2009-05-19,TMAX,254
SZ000008440,2005-08-23,TMAX,227
SZ000008440,2007-06-20,TMAX,303
SZ000008440,2005-06-29,TMAX,295
SZ000008440,2010-10-29,TMAX,142
SZ000008440,2013-02-07,TMIN,-23
SZ000008440,2005-06-29,TMIN,187
SZ000008440,2009-04-17,TMIN,72
SZ000008440,2008-01-23,TMAX,62
SZ000008440,2013-02-07,TMAX,25
SZ000008440,2008-01-23,TMIN,-17
SZ000008440,2005-08-23,TMIN,140
SZ000008440,2011-12-10,TMIN,27
SZ000008440,2008-09-25,TMIN,79
SZ000008440,2011-12-10,TMAX,125
SZ000008440,2012-09-08,TMIN,112
SZ000008440,2010-09-07,TMAX,189
SZ000008440,2010-09-07,TMIN,152
SZ000008440,2008-10-05,TMIN,6
SZ000008440,2007-11-01,TMAX,130
SZ000008440,2007-11-01,TMIN,64
SZ000008440,2008-10-05,TMAX,152
SZ000008440,2009-11-21,TMIN,50
SZ000008440,2012-07-25,TMIN,149
SZ000008440,2009-11-21,TMAX,75
SZ000008440,2012-07-25,TMAX,294
SZ000008440,2006-04-17,TMAX,162
SZ000008440,2006-04-17,TMIN,40
SZ000008440,2014-04-28,TMAX,119
SZ000008440,2009-11-14,TMIN,39
SZ000008440,2009-11-14,TMAX,149
SZ000008440,2014-04-28,TMIN,81
SZ000008440,2006-01-15,TMAX,-11
SZ000008440,2014-06-14,TMAX,247
SZ000008440,2014-06-14,TMIN,148
SZ000008440,2013-09-03,TMAX,254
SZ000008440,2013-09-03,TMIN,89
SZ000008440,2006-06-17,TMIN,160
SZ000008440,2006-06-17,TMAX,283
SZ000008440,2006-03-20,TMAX,139
SZ000008440,2010-10-29,TMIN,2
SZ000008440,2008-11-24,TMIN,9
SZ000008440,2008-11-24,TMAX,55
SZ000008440,2006-03-20,TMIN,25
SZ000008440,2012-02-11,TMAX,-63
SZ000008440,2014-03-04,TMIN,22
SZ000008440,2013-02-09,TMAX,16
SZ000008440,2005-05-03,TMIN,135
SZ000008440,2010-03-22,TMAX,150
SZ000008440,2008-08-27,TMAX,267
SZ000008440,2010-03-22,TMIN,59
SZ000008440,2008-02-28,TMAX,113
SZ000008440,2012-08-15,TMAX,322
SZ000008440,2011-01-17,TMAX,107
SZ000008440,2011-01-17,TMIN,-25
SZ000008440,2012-08-15,TMIN,149
SZ000008440,2008-02-29,TMAX,138
SZ000008440,2008-02-28,TMIN,23
SZ000008440,2015-05-08,TMAX,185
SZ000008440,2008-02-29,TMIN,70
SZ000008440,2006-12-03,TMIN,63
SZ000008440,2007-03-24,TMAX,56
SZ000008440,2006-12-03,TMAX,148
SZ000008440,2013-02-20,TMIN,-30
SZ000008440,2015-05-08,TMIN,67
SZ000008440,2011-07-06,TMIN,145
SZ000008440,2011-07-06,TMAX,288
SZ000008440,2009-09-11,TMIN,163
SZ000008440,2014-09-18,TMAX,234
SZ000008440,2009-09-11,TMAX,199
SZ000008440,2010-05-07,TMIN,60
SZ000008440,2010-05-07,TMAX,139
SZ000008440,2008-05-28,TMAX,218
SZ000008440,2014-09-18,TMIN,161
SZ000008440,2015-05-03,TMAX,188
SZ000008440,2015-05-03,TMIN,133
SZ000008440,2013-02-20,TMAX,64
SZ000008440,2005-11-19,TMIN,2
SZ000008440,2011-09-03,TMAX,247
SZ000008440,2007-03-24,TMIN,7
SZ000008440,2008-05-04,TMAX,235
SZ000008440,2014-07-20,TMIN,144
SZ000008440,2014-07-20,TMAX,227
SZ000008440,2015-12-08,TMAX,53
SZ000008440,2008-01-01,TMAX,31
SZ000008440,2008-01-01,TMIN,-55
SZ000008440,2005-09-04,TMAX,281
SZ000008440,2015-12-08,TMIN,33
SZ000008440,2014-10-23,TMIN,25
SZ000008440,2005-09-04,TMIN,173
SZ000008440,2014-10-23,TMAX,121
SZ000008440,2015-05-25,TMAX,207
SZ000008440,2015-07-15,TMIN,164
SZ000008440,2011-09-03,TMIN,156
SZ000008440,2015-07-15,TMAX,322
SZ000008440,2014-09-16,TMAX,244
SZ000008440,2006-10-16,TMAX,153
SZ000008440,2006-10-16,TMIN,118
SZ000008440,2006-03-28,TMIN,64
SZ000008440,2006-03-28,TMAX,108
SZ000008440,2012-09-25,TMAX,192
SZ000008440,2013-03-10,TMIN,-3
SZ000008440,2013-03-10,TMAX,130
SZ000008440,2012-09-25,TMIN,111
SZ000008440,2012-12-07,TMAX,30
SZ000008440,2012-12-07,TMIN,-33
SZ000008440,2015-05-25,TMIN,116
SZ000008440,2008-08-27,TMIN,138
SZ000008440,2014-09-16,TMIN,135
SZ000008440,2009-12-04,TMAX,72
SZ000008440,2008-05-28,TMIN,161
SZ000008440,2005-11-19,TMAX,55
SZ000008440,2005-09-17,TMIN,105
SZ000008440,2005-09-17,TMAX,150
SZ000008440,2009-09-14,TMIN,87
SZ000008440,2008-04-23,TMIN,90
SZ000008440,2015-10-14,TMAX,106
SZ000008440,2015-11-02,TMAX,98
SZ000008440,2015-10-14,TMIN,17
SZ000008440,2015-01-09,TMIN,4
SZ000008440,2015-01-09,TMAX,85
SZ000008440,2015-11-02,TMIN,45
SZ000008440,2009-06-06,TMAX,201
SZ000008440,2009-06-06,TMIN,126
SZ000008440,2012-11-27,TMAX,66
SZ000008440,2009-09-14,TMAX,182
SZ000008440,2012-11-27,TMIN,38
SZ000008440,2006-06-08,TMAX,227
SZ000008440,2013-07-20,TMAX,278
SZ000008440,2013-07-20,TMIN,153
SZ000008440,2011-09-13,TMIN,117
SZ000008440,2011-09-13,TMAX,264
SZ000008440,2009-03-18,TMAX,154
SZ000008440,2006-11-25,TMAX,194
SZ000008440,2009-03-18,TMIN,37
SZ000008440,2006-11-25,TMIN,68
SZ000008440,2013-01-20,TMAX,25
SZ000008440,2006-01-25,TMIN,-48
SZ000008440,2006-01-25,TMAX,59
SZ000008440,2013-01-20,TMIN,-3
SZ000008440,2006-06-08,TMIN,70
SZ000008440,2007-10-28,TMIN,32
SZ000008440,2007-10-28,TMAX,128
SZ000008440,2008-04-23,TMAX,177
SZ000008440,2009-12-04,TMIN,-14
SZ000008440,2009-10-09,TMIN,136
SZ000008440,2009-10-09,TMAX,187
SZ000008440,2007-10-13,TMAX,149
SZ000008440,2007-10-13,TMIN,73
SZ000008440,2007-06-16,TMAX,243
SZ000008440,2007-06-16,TMIN,124
SZ000008440,2014-01-07,TMAX,127
SZ000008440,2014-01-07,TMIN,27
SZ000008440,2011-11-20,TMAX,106
SZ000008440,2011-11-20,TMIN,3
SZ000008440,2012-08-13,TMAX,264
SZ000008440,2014-05-05,TMIN,27
SZ000008440,2007-12-07,TMAX,113
SZ000008440,2014-02-05,TMAX,63
SZ000008440,2010-12-06,TMIN,14
SZ000008440,2008-02-25,TMAX,150
SZ000008440,2010-02-17,TMIN,-1
SZ000008440,2010-02-17,TMAX,47
SZ000008440,2010-12-06,TMAX,105
SZ000008440,2011-02-23,TMAX,43
SZ000008440,2011-02-23,TMIN,-17
SZ000008440,2014-05-05,TMAX,227
SZ000008440,2014-09-22,TMIN,122
SZ000008440,2007-12-07,TMIN,51
SZ000008440,2014-02-05,TMIN,7
SZ000008440,2014-09-22,TMAX,191
SZ000008440,2012-08-13,TMIN,144
SZ000008440,2008-02-25,TMIN,29
SZ000008440,2005-05-03,TMAX,175
SZ000008440,2013-10-09,TMAX,164
SZ000008440,2013-10-09,TMIN,110
SZ000008440,2009-04-17,TMAX,149
SZ000008440,2005-11-17,TMAX,79
SZ000008440,2005-11-17,TMIN,-19
SZ000008440,2014-06-19,TMAX,240
SZ000008440,2013-03-25,TMAX,44
SZ000008440,2011-07-27,TMIN,121
SZ000008440,2011-07-27,TMAX,223
SZ000008440,2008-03-05,TMIN,-3
SZ000008440,2013-03-25,TMIN,17
SZ000008440,2009-11-03,TMIN,42
SZ000008440,2009-11-03,TMAX,95
SZ000008440,2013-05-15,TMAX,159
SZ000008440,2012-07-02,TMAX,187
SZ000008440,2013-05-15,TMIN,111
SZ000008440,2006-03-01,TMIN,-77
SZ000008440,2008-03-05,TMAX,38
SZ000008440,2007-07-18,TMIN,181
SZ000008440,2007-07-18,TMAX,292
SZ000008440,2015-08-28,TMIN,186
SZ000008440,2015-08-28,TMAX,318
SZ000008440,2006-03-16,TMAX,59
SZ000008440,2012-04-01,TMIN,39
SZ000008440,2012-04-01,TMAX,138
SZ000008440,2014-10-24,TMAX,121
SZ000008440,2014-10-24,TMIN,58
SZ000008440,2005-08-27,TMIN,115
SZ000008440,2005-08-27,TMAX,208
SZ000008440,2014-09-25,TMAX,186
SZ000008440,2012-01-23,TMAX,98
SZ000008440,2012-07-02,TMIN,150
SZ000008440,2014-09-25,TMIN,80
SZ000008440,2006-03-01,TMAX,22
SZ000008440,2015-10-01,TMAX,152
SZ000008440,2014-07-09,TMAX,161
SZ000008440,2014-07-09,TMIN,117
SZ000008440,2012-10-14,TMAX,147
SZ000008440,2005-02-01,TMAX,41
SZ000008440,2009-03-11,TMIN,-2
SZ000008440,2009-03-11,TMAX,113
SZ000008440,2014-04-20,TMAX,166
SZ000008440,2010-03-13,TMAX,81
SZ000008440,2010-03-13,TMIN,-62
SZ000008440,2010-12-07,TMAX,108
SZ000008440,2010-07-25,TMIN,92
SZ000008440,2010-07-25,TMAX,237
SZ000008440,2010-12-07,TMIN,62
SZ000008440,2014-06-19,TMIN,115
SZ000008440,2007-01-02,TMIN,25
SZ000008440,2010-08-03,TMIN,138
SZ000008440,2013-09-22,TMAX,213
SZ000008440,2010-06-07,TMIN,140
SZ000008440,2007-07-29,TMIN,156
SZ000008440,2007-07-29,TMAX,276
SZ000008440,2010-05-04,TMIN,87
SZ000008440,2010-05-04,TMAX,121
SZ000008440,2010-06-07,TMAX,223
SZ000008440,2009-10-29,TMAX,154
SZ000008440,2013-09-22,TMIN,82
SZ000008440,2009-10-29,TMIN,24
SZ000008440,2010-08-03,TMAX,249
SZ000008440,2015-10-01,TMIN,78
SZ000008440,2007-01-02,TMAX,65
SZ000008440,2012-01-23,TMIN,0
SZ000008440,2012-10-02,TMIN,67
SZ000008440,2012-10-02,TMAX,201
SZ000008440,2006-08-16,TMAX,236
SZ000008440,2006-08-16,TMIN,141
SZ000008440,2008-04-04,TMAX,121
SZ000008440,2007-03-11,TMIN,8
SZ000008440,2007-03-11,TMAX,113
SZ000008440,2007-02-09,TMIN,-12
SZ000008440,2007-02-09,TMAX,100
SZ000008440,2010-03-26,TMAX,136
SZ000008440,2008-04-04,TMIN,25
SZ000008440,2010-03-26,TMIN,37
SZ000008440,2012-07-01,TMIN,157
SZ000008440,2012-07-01,TMAX,217
SZ000008440,2011-01-14,TMIN,52
SZ000008440,2014-12-14,TMIN,35
SZ000008440,2006-06-24,TMAX,304
SZ000008440,2011-01-14,TMAX,114
SZ000008440,2005-12-05,TMAX,72
SZ000008440,2005-12-05,TMIN,0
SZ000008440,2014-12-17,TMIN,13
SZ000008440,2013-11-27,TMAX,12
SZ000008440,2014-12-17,TMAX,60
SZ000008440,2008-05-12,TMIN,89
SZ000008440,2012-06-04,TMIN,124
SZ000008440,2012-06-04,TMAX,177
SZ000008440,2008-05-12,TMAX,215
SZ000008440,2013-11-27,TMIN,-49
SZ000008440,2013-05-24,TMIN,35
SZ000008440,2014-06-04,TMIN,110
SZ000008440,2006-06-24,TMIN,147
SZ000008440,2010-01-30,TMAX,34
SZ000008440,2014-12-14,TMAX,115
SZ000008440,2010-01-30,TMIN,-42
SZ000008440,2006-12-23,TMIN,-1
SZ000008440,2005-04-21,TMIN,59
SZ000008440,2010-10-08,TMAX,168
SZ000008440,2005-04-21,TMAX,141
SZ000008440,2006-12-23,TMAX,15
SZ000008440,2010-04-27,TMIN,70
SZ000008440,2010-04-27,TMAX,219
SZ000008440,2011-10-09,TMIN,64
SZ000008440,2011-10-09,TMAX,116
SZ000008440,2010-10-08,TMIN,118
SZ000008440,2006-03-16,TMIN,-33
SZ000008440,2014-11-12,TMAX,104
SZ000008440,2014-07-24,TMAX,238
SZ000008440,2014-07-24,TMIN,153
SZ000008440,2014-11-12,TMIN,87
SZ000008440,2007-07-10,TMAX,147
SZ000008440,2007-07-10,TMIN,103
SZ000008440,2005-09-28,TMAX,232
SZ000008440,2011-03-31,TMAX,153
SZ000008440,2011-03-31,TMIN,90
SZ000008440,2012-09-07,TMIN,110
SZ000008440,2012-09-07,TMAX,234
SZ000008440,2005-09-28,TMIN,108
SZ000008440,2006-01-24,TMAX,-1
SZ000008440,2006-01-24,TMIN,-48
SZ000008440,2010-04-01,TMIN,1
SZ000008440,2010-04-01,TMAX,96
SZ000008440,2014-10-17,TMIN,115
SZ000008440,2014-10-17,TMAX,222
SZ000008440,2014-04-20,TMIN,9
SZ000008440,2005-02-01,TMIN,-18
SZ000008440,2012-10-14,TMIN,58
SZ000008440,2008-07-11,TMAX,282
SZ000008440,2015-02-04,TMAX,3
SZ000008440,2005-06-27,TMIN,193
SZ000008440,2005-06-27,TMAX,324
SZ000008440,2010-09-21,TMAX,217
SZ000008440,2008-10-08,TMAX,166
SZ000008440,2008-10-08,TMIN,119
SZ000008440,2010-09-21,TMIN,81
SZ000008440,2010-10-28,TMAX,133
SZ000008440,2010-04-19,TMAX,201
SZ000008440,2010-04-19,TMIN,48
SZ000008440,2007-09-14,TMAX,257
SZ000008440,2007-09-14,TMIN,123
SZ000008440,2005-10-02,TMIN,87
SZ000008440,2005-10-23,TMAX,158
SZ000008440,2012-03-16,TMAX,220
SZ000008440,2012-03-16,TMIN,5
SZ000008440,2015-11-28,TMAX,63
SZ000008440,2015-11-28,TMIN,-22
SZ000008440,2013-02-28,TMAX,60
SZ000008440,2013-02-28,TMIN,-30
SZ000008440,2014-03-01,TMAX,81
SZ000008440,2007-03-26,TMIN,-13
SZ000008440,2010-11-22,TMAX,77
SZ000008440,2009-07-23,TMIN,183
SZ000008440,2014-03-01,TMIN,20
SZ000008440,2007-03-26,TMAX,122
SZ000008440,2009-07-23,TMAX,289
SZ000008440,2010-10-28,TMIN,0
SZ000008440,2005-10-02,TMAX,116
SZ000008440,2005-10-23,TMIN,71
SZ000008440,2013-02-13,TMIN,-48
